index	name	height	weight	description	image
580	Ducklett	1' 08"	12.1	When attacked, it uses its feathers to splash water, escaping under cover of the spray.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/580.png
581	Swanna	4' 03"	53.4	Despite their elegant appearance, they can flap their wings strongly and fly for thousands of miles.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/581.png
582	Vanillite	1' 04"	12.6	The temperature of their breath is -58 degrees Fahrenheit. They create snow crystals and make snow fall in the areas around them.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/582.png
583	Vanillish	3' 07"	90.4	They cool down the surrounding air and create ice particles, which they use to freeze their foes.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/583.png
584	Vanilluxe	4' 03"	126.8	If both heads get angry simultaneously, this Pokémon expels a blizzard, burying everything in snow.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/584.png
585	Deerling	2' 00"	43.0	Their coloring changes according to the seasons and can be slightly affected by the temperature and humidity as well.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/585.png
586	Sawsbuck	6' 03"	203.9	They migrate according to the seasons. People can tell the season by looking at Sawsbuck's horns.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/586.png
587	Emolga	1' 04"	11.0	They live on treetops and glide using the inside of a cape-like membrane while discharging electricity.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/587.png
588	Karrablast	1' 08"	13.0	These mysterious Pokémon evolve when they receive electrical stimulation while they are in the same place as Shelmet.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/588.png
589	Escavalier	3' 03"	72.8	Wearing the shell covering they stole from Shelmet, they defend themselves and attack with two lances.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/589.png
590	Foongus	0' 08"	2.2	It lures people in with its Poké Ball pattern, then releases poison spores. Why it resembles a Poké Ball is unknown.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/590.png
591	Amoonguss	2' 00"	23.1	They show off their Poké Ball caps to lure prey, but very few Pokémon are fooled by this.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/591.png
592	Frillish	3' 11"	72.8	They paralyze prey with poison, then drag them down to their lairs, five miles below the surface.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/592.png
593	Jellicent	7' 03"	297.6	Its body is mostly seawater. It's said there's a castle of ships Jellicent have sunk on the seafloor.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/593.png
594	Alomomola	3' 11"	69.7	Floating in the open sea is how they live. When they find a wounded Pokémon, they embrace it and bring it to shore.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/594.png
595	Joltik	0' 04"	1.3	Since it can't generate its own electricity, it sticks onto large-bodied Pokémon and absorbs static electricity.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/595.png
596	Galvantula	2' 07"	31.5	They employ an electrically charged web to trap their prey. While it is immobilized by shock, they leisurely consume it.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/596.png
597	Ferroseed	2' 00"	41.4	When threatened, it attacks by shooting a barrage of spikes, which gives it a chance to escape by rolling away.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/597.png
598	Ferrothorn	3' 03"	242.5	By swinging around its three spiky feelers and shooting spikes, it can obliterate an opponent.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/598.png
599	Klink	1' 00"	46.3	Interlocking two bodies and spinning around generates the energy they need to live.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/599.png
600	Klang	2' 00"	112.4	By changing the direction in which it rotates, it communicates its feelings to others. When angry, it rotates faster.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/600.png
601	Klinklang	2' 00"	178.6	The gear with the red core is rotated at high speed for a rapid energy charge.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/601.png
602	Tynamo	0' 08"	0.7	While one alone doesn't have much power, a chain of many Tynamo can be as powerful as lightning.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/602.png
603	Eelektrik	3' 11"	48.5	It wraps itself around its prey and paralyzes it with electricity from the round spots on its sides. Then it chomps.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/603.png
604	Eelektross	6' 11"	177.5	With their sucker mouths, they suck in prey. Then they use their fangs to shock the prey with electricity.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/604.png
605	Elgyem	1' 08"	19.8	It uses its strong psychic power to squeeze its opponent's brain, causing unendurable headaches.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/605.png
606	Beheeyem	3' 03"	76.1	Apparently, it communicates by flashing its three fingers, but those patterns haven't been decoded.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/606.png
607	Litwick	1' 00"	6.8	While shining a light and pretending to be a guide, it leeches off the life force of any who follow it.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/607.png
608	Lampent	2' 00"	28.7	The spirits it absorbs fuel its baleful fire. It hangs around hospitals waiting for people to pass on.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/608.png
609	Chandelure	3' 03"	75.6	Being consumed in Chandelure's flame burns up the spirit, leaving the body behind.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/609.png
610	Axew	2' 00"	39.7	They use their tusks to crush the berries they eat. Repeated regrowth makes their tusks strong and sharp.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/610.png
611	Fraxure	3' 03"	79.4	Their tusks can shatter rocks. Territory battles between Fraxure can be intensely violent.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/611.png
612	Haxorus	5' 11"	232.6	They are kind but can be relentless when defending territory. They challenge foes with tusks that can cut steel.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/612.png
613	Cubchoo	1' 08"	18.7	Its nose is always running. It sniffs the snot back up because the mucus provides the raw material for its moves.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/613.png
614	Beartic	8' 06"	573.2	They love the cold seas of the north. They create pathways across the ocean waters by freezing their own breath.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/614.png
615	Cryogonal	3' 07"	326.3	They are born in snow clouds. They use chains made of ice crystals to capture prey.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/615.png
616	Shelmet	1' 04"	17.0	When it and Karrablast are together, and both receive electrical stimulation, they both evolve.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/616.png
617	Accelgor	2' 07"	55.8	Having removed its heavy shell, it becomes very light and can fight with ninja-like movements.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/617.png
618	Stunfisk	2' 04"	24.3	Its skin is very hard, so it is unhurt even if stepped on by sumo wrestlers. It smiles when transmitting electricity.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/618.png
619	Mienfoo	2' 11"	44.1	It takes pride in the speed at which it can use moves. What it loses in power, it makes up for in quantity.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/619.png
620	Mienshao	4' 07"	78.3	It wields the fur on its arms like a whip. Its arm attacks come with such rapidity that they cannot even be seen.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/620.png
621	Druddigon	5' 03"	306.4	It races through narrow caves, using its sharp claws to catch prey. The skin on its face is harder than a rock.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/621.png
622	Golett	3' 03"	202.8	The energy that burns inside it enables it to move, but no one has yet been able to identify this energy.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/622.png
623	Golurk	9' 02"	727.5	It is said that Golurk were ordered to protect people and Pokémon by the ancient people who made them.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/623.png
624	Pawniard	1' 08"	22.5	Blades comprise this Pokémon's entire body. If battling dulls the blades, it sharpens them on stones by the river.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/624.png
625	Bisharp	5' 03"	154.3	This pitiless Pokémon commands a group of Pawniard to hound prey into immobility. It then moves in to finish the prey off.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/625.png
626	Bouffalant	5' 03"	208.6	They charge wildly and headbutt everything. Their headbutts have enough destructive force to derail a train.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/626.png
627	Rufflet	1' 08"	23.1	They crush berries with their talons. They bravely stand up to any opponent, no matter how strong it is.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/627.png
628	Braviary	4' 11"	90.4	For the sake of its friends, this brave warrior of the sky will not stop battling, even if injured.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/628.png
629	Vullaby	1' 08"	19.8	Its wings are too tiny to allow it to fly. As the time approaches for it to evolve, it discards the bones it was wearing.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/629.png
630	Mandibuzz	3' 11"	87.1	They fly in circles around the sky. When they spot prey, they attack and carry it back to their nest with ease.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/630.png
631	Heatmor	4' 07"	127.9	Using their very hot, flame-covered tongues, they burn through Durant's steel bodies and consume their insides.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/631.png
632	Durant	1' 00"	72.8	Individuals each play different roles in driving Heatmor, their natural predator, away from their colony.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/632.png
633	Deino	2' 07"	38.1	They cannot see, so they tackle and bite to learn about their surroundings. Their bodies are covered in wounds.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/633.png
634	Zweilous	4' 07"	110.2	The two heads do not get along. Whichever head eats more than the other gets to be the leader.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/634.png
635	Hydreigon	5' 11"	352.7	The heads on their arms do not have brains. They use all three heads to consume and destroy everything.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/635.png
636	Larvesta	3' 07"	63.5	Said to have been born from the sun, it spews fire from its horns and encases itself in a cocoon of fire when it evolves.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/636.png
637	Volcarona	5' 03"	101.4	A sea of fire engulfs the surroundings of their battles, since they use their six wings to scatter their ember scales.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/637.png
638	Cobalion	6' 11"	551.2	It has a body and heart of steel. Its glare is sufficient to make even an unruly Pokémon obey it.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/638.png
639	Terrakion	6' 03"	573.2	Its charge is strong enough to break through a giant castle wall in one blow. This Pokémon is spoken of in legends.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/639.png
640	Virizion	6' 07"	440.9	Its head sprouts horns as sharp as blades. Using whirlwind-like movements, it confounds and swiftly cuts opponents.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/640.png
641	Tornadus	4' 11"	138.9	The lower half of its body is wrapped in a cloud of energy. It zooms through the sky at 200 mph.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/641.png
642	Thundurus	4' 11"	134.5	The spikes on its tail discharge immense bolts of lightning. It flies around the Unova region firing off lightning bolts.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/642.png
643	Reshiram	10' 06"	727.5	This legendary Pokémon can scorch the world with fire. It helps those who want to build a world of truth.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/643.png
644	Zekrom	9' 06"	760.6	This legendary Pokémon can scorch the world with lightning. It assists those who want to build an ideal world.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/644.png
645	Landorus	4' 11"	149.9	Lands visited by Landorus grant such bountiful crops that it has been hailed as “The Guardian of the Fields.”                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/645.png
646	Kyurem	9' 10"	716.5	This legendary ice Pokémon waits for a hero to fill in the missing parts of its body with truth or ideals.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/646.png
647	Keldeo	4' 07"	106.9	It crosses the world, running over the surfaces of oceans and rivers. It appears at scenic waterfronts.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/647.png
648	Meloetta	2' 00"	14.3	The melodies sung by Meloetta have the power to make Pokémon that hear them happy or sad.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/648.png
649	Genesect	4' 11"	181.9	This ancient bug Pokémon was altered by Team Plasma. They upgraded the cannon on its back.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/649.png
650	Chespin	1' 04"	19.8	The quills on its head are usually soft. When it flexes them, the points become so hard and sharp that they can pierce rock.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/650.png
651	Quilladin	2' 04"	63.9	It relies on its sturdy shell to deflect predators' attacks. It counterattacks with its sharp quills.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/651.png
652	Chesnaught	5' 03"	198.4	Its Tackle is forceful enough to flip a 50-ton tank. It shields its allies from danger with its own body.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/652.png
653	Fennekin	1' 04"	20.7	Eating a twig fills it with energy, and its roomy ears give vent to air hotter than 390 degrees Fahrenheit.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/653.png
654	Braixen	3' 03"	32.0	It has a twig stuck in its tail. With friction from its tail fur, it sets the twig on fire and launches into battle.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/654.png
655	Delphox	4' 11"	86.0	It gazes into the flame at the tip of its branch to achieve a focused state, which allows it to see into the future.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/655.png
656	Froakie	1' 00"	15.4	It secretes flexible bubbles from its chest and back. The bubbles reduce the damage it would otherwise take when attacked.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/656.png
657	Frogadier	2' 00"	24.0	It can throw bubble-covered pebbles with precise control, hitting empty cans up to a hundred feet away.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/657.png
658	Greninja	4' 11"	88.2	It creates throwing stars out of compressed water. When it spins them and throws them at high speed, these stars can split metal in two.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/658.png
659	Bunnelby	1' 04"	11.0	They use their large ears to dig burrows. They will dig the whole night through.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/659.png
660	Diggersby	3' 03"	93.5	With their powerful ears, they can heft boulders of a ton or more with ease. They can be a big help at construction sites.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/660.png
661	Fletchling	1' 00"	3.7	These friendly Pokémon send signals to one another with beautiful chirps and tail-feather movements.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/661.png
662	Fletchinder	2' 04"	35.3	From its beak, it expels embers that set the tall grass on fire. Then it pounces on the bewildered prey that pop out of the grass.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/662.png
663	Talonflame	3' 11"	54.0	In the fever of an exciting battle, it showers embers from the gaps between its feathers and takes to the air.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/663.png
664	Scatterbug	1' 00"	5.5	When under attack from bird Pokémon, it spews a poisonous black powder that causes paralysis on contact.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/664.png
665	Spewpa	1' 00"	18.5	It lives hidden within thicket shadows. When predators attack, it quickly bristles the fur covering its body in an effort to threaten them.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/665.png
666	Vivillon	3' 11"	37.5	Vivillon with many different patterns are found all over the world. These patterns are affected by the climate of their habitat.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/666.png
667	Litleo	2' 00"	29.8	The stronger the opponent it faces, the more heat surges from its mane and the more power flows through its body.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/667.png
668	Pyroar	4' 11"	179.7	The male with the largest mane of fire is the leader of the pride.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/668.png
669	Flabébé	0' 04"	0.2	It draws out and controls the hidden power of flowers. The flower Flabébé holds is most likely part of its body.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/669.png
670	Floette	0' 08"	2.0	It flutters around fields of flowers and cares for flowers that are starting to wilt. It draws out the hidden power of flowers to battle.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/670.png
671	Florges	3' 07"	22.0	It claims exquisite flower gardens as its territory, and it obtains power from basking in the energy emitted by flowering plants.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/671.png
672	Skiddo	2' 11"	68.3	Thought to be one of the first Pokémon to live in harmony with humans, it has a placid disposition.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/672.png
673	Gogoat	5' 07"	200.6	It can tell how its Trainer is feeling by subtle shifts in the grip on its horns. This empathic sense lets them run as if one being.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/673.png
674	Pancham	2' 00"	17.6	It does its best to be taken seriously by its enemies, but its glare is not sufficiently intimidating. Chewing on a leaf is its trademark.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/674.png
675	Pangoro	6' 11"	299.8	Although it possesses a violent temperament, it won't put up with bullying. It uses the leaf in its mouth to sense the movements of its enemies.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/675.png
676	Furfrou	3' 11"	61.7	Trimming its fluffy fur not only makes it more elegant but also increases the swiftness of its movements.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/676.png
677	Espurr	1' 00"	7.7	The organ that emits its intense psychic power is sheltered by its ears to keep power from leaking out.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/677.png
678	Meowstic	2' 00"	18.7	When in danger, it raises its ears and releases enough psychic power to grind a 10-ton truck into dust.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/678.png
679	Honedge	2' 07"	4.4	Apparently this Pokémon is born when a departed spirit inhabits a sword. It attaches itself to people and drinks their life force.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/679.png
680	Doublade	2' 07"	9.9	When Honedge evolves, it divides into two swords, which cooperate via telepathy to coordinate attacks and slash their enemies to ribbons.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/680.png
681	Aegislash	5' 07"	116.8	Generations of kings were attended by these Pokémon, which used their spectral power to manipulate and control people and Pokémon.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/681.png
682	Spritzee	0' 08"	1.1	It emits a scent that enraptures those who smell it. This fragrance changes depending on what it has eaten.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/682.png
683	Aromatisse	2' 07"	34.2	It devises various scents, pleasant and unpleasant, and emits scents that its enemies dislike in order to gain an edge in battle.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/683.png
684	Swirlix	1' 04"	7.7	To entangle its opponents in battle, it extrudes white threads as sweet and sticky as cotton candy.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/684.png
685	Slurpuff	2' 07"	11.0	It can distinguish the faintest of scents. It puts its sensitive sense of smell to use by helping pastry chefs in their work.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/685.png
686	Inkay	1' 04"	7.7	Opponents who stare at the flashing of the light-emitting spots on its body become dazed and lose their will to fight.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/686.png
687	Malamar	4' 11"	103.6	It wields the most compelling hypnotic powers of any Pokémon, and it forces others to do whatever it wants.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/687.png
688	Binacle	1' 08"	68.3	Two Binacle live together on one rock. When they fight, one of them will move to a different rock.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/688.png
689	Barbaracle	4' 03"	211.6	When they evolve, two Binacle multiply into seven. They fight with the power of seven Binacle.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/689.png
690	Skrelp	1' 08"	16.1	Camouflaged as rotten kelp, they spray liquid poison on prey that approaches unawares and then finish it off.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/690.png
691	Dragalge	5' 11"	179.7	Their poison is strong enough to eat through the hull of a tanker, and they spit it indiscriminately at anything that enters their territory.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/691.png
692	Clauncher	1' 08"	18.3	They knock down flying prey by firing compressed water from their massive claws like shooting a pistol.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/692.png
693	Clawitzer	4' 03"	77.8	Their enormous claws launch cannonballs of water powerful enough to pierce tanker hulls.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/693.png
694	Helioptile	1' 08"	13.2	They make their home in deserts. They can generate their energy from basking in the sun, so eating food is not a requirement.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/694.png
695	Heliolisk	3' 03"	46.3	They flare their frills and generate energy. A single Heliolisk can generate sufficient electricity to power a skyscraper.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/695.png
696	Tyrunt	2' 07"	57.3	This Pokémon was restored from a fossil. If something happens that it doesn't like, it throws a tantrum and runs wild.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/696.png
697	Tyrantrum	8' 02"	595.2	Thanks to its gargantuan jaws, which could shred thick metal plates as if they were paper, it was invincible in the ancient world it once inhabited.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/697.png
698	Amaura	4' 03"	55.6	This ancient Pokémon was restored from part of its body that had been frozen in ice for over 100 million years.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/698.png
699	Aurorus	8' 10"	496.0	The diamond-shaped crystals on its body expel air as cold as -240 degrees Fahrenheit, surrounding its enemies and encasing them in ice.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/699.png
700	Sylveon	3' 03"	51.8	It sends a soothing aura from its ribbonlike feelers to calm fights.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/700.png
701	Hawlucha	2' 07"	47.4	Although its body is small, its proficient fighting skills enable it to keep up with big bruisers like Machamp and Hariyama.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/701.png
702	Dedenne	0' 08"	4.9	Its whiskers serve as antennas. By sending and receiving electrical waves, it can communicate with others over vast distances.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/702.png
703	Carbink	1' 00"	12.6	Born from the temperatures and pressures deep underground, it fires beams from the stone in its head.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/703.png
704	Goomy	1' 00"	6.2	The weakest Dragon-type Pokémon, it lives in damp, shady places, so its body doesn't dry out.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/704.png
705	Sliggoo	2' 07"	38.6	It drives away opponents by excreting a sticky liquid that can dissolve anything. Its eyes devolved, so it can't see anything.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/705.png
706	Goodra	6' 07"	331.8	This very friendly Dragon-type Pokémon will hug its beloved Trainer, leaving that Trainer covered in sticky slime.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/706.png
707	Klefki	0' 08"	6.6	These key collectors threaten any attackers by fiercely jingling their keys at them.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/707.png
708	Phantump	1' 04"	15.4	These Pokémon are created when spirits possess rotten tree stumps. They prefer to live in abandoned forests.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/708.png
709	Trevenant	4' 11"	156.5	It can control trees at will. It will trap people who harm the forest, so they can never leave.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/709.png
710	Pumpkaboo	1' 04"	11.0	The pumpkin body is inhabited by a spirit trapped in this world. As the sun sets, it becomes restless and active.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/710.png
711	Gourgeist	2' 11"	27.6	Singing in eerie voices, they wander town streets on the night of the new moon. Anyone who hears their song is cursed.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/711.png
712	Bergmite	3' 03"	219.4	It blocks opponents' attacks with the ice that shields its body. It uses cold air to repair any cracks with new ice.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/712.png
713	Avalugg	6' 07"	1113.3	Its ice-covered body is as hard as steel. Its cumbersome frame crushes anything that stands in its way.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/713.png
714	Noibat	1' 08"	17.6	They live in pitch-black caves. Their enormous ears can emit ultrasonic waves of 200,000 hertz.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/714.png
715	Noivern	4' 11"	187.4	They fly around on moonless nights and attack careless prey. Nothing can beat them in a battle in the dark.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/715.png
716	Xerneas	9' 10"	474.0	Legends say it can share eternal life. It slept for a thousand years in the form of a tree before its revival.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/716.png
717	Yveltal	19' 00"	447.5	When this legendary Pokémon's wings and tail feathers spread wide and glow red, it absorbs the life force of living creatures.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/717.png
718	Zygarde	16' 05"	672.4	This is Zygarde's form when it has gathered 50% of its cells. It wipes out all those who oppose it, showing not a shred of mercy.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/718.png
719	Diancie	2' 04"	19.4	A sudden transformation of Carbink, its pink, glimmering body is said to be the loveliest sight in the whole world.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/719.png
720	Hoopa	1' 08"	19.8	In its true form, it possesses a huge amount of power. Legends of its avarice tell how it once carried off an entire castle to gain the treasure hidden within.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/720.png
721	Volcanion	5' 07"	429.9	It lets out billows of steam and disappears into the dense fog. It's said to live in mountains where humans do not tread.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/721.png
722	Rowlet	1' 00"	3.3	This wary Pokémon uses photosynthesis to store up energy during the day, while becoming active at night.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/722.png
723	Dartrix	2' 04"	35.3	A bit of a dandy, it spends its free time preening its wings. Its preoccupation with any dirt on its plumage can leave it unable to battle.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/723.png
724	Decidueye	5' 03"	80.7	It fires arrow quills from its wings with such precision, they can pierce a pebble at distances over a hundred yards.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/724.png
725	Litten	1' 04"	9.5	While grooming itself, it builds up fur inside its stomach. It sets the fur alight and spews fiery attacks, which change based on how it coughs.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/725.png
726	Torracat	2' 04"	55.1	At its throat, it bears a bell of fire. The bell rings brightly whenever this Pokémon spits fire.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/726.png
727	Incineroar	5' 11"	183.0	This Pokémon has a violent, selfish disposition. If it's not in the mood to listen, it will ignore its Trainer's orders with complete nonchalance.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/727.png
728	Popplio	1' 04"	16.5	This Pokémon snorts body fluids from its nose, blowing balloons to smash into its foes. It's famous for being a hard worker.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/728.png
729	Brionne	2' 00"	38.6	A skillful dancer, it creates a sequence of water balloons as it dances, and briskly bombards its enemies.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/729.png
730	Primarina	5' 11"	97.0	It controls its water balloons with song. The melody is learned from others of its kind and is passed down from one generation to the next.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/730.png
731	Pikipek	1' 00"	2.6	It can peck at a rate of 16 times a second to drill holes in trees. It uses the holes for food storage and for nesting.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/731.png
732	Trumbeak	2' 00"	32.6	It eats berries and stores their seeds in its beak. When it encounters enemies or prey, it fires off all the seeds in a burst.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/732.png
733	Toucannon	3' 07"	57.3	When it battles, its beak heats up. The temperature can easily exceed 212 degrees Fahrenheit, causing severe burns when it hits.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/733.png
734	Yungoos	1' 04"	13.2	With its sharp fangs, it will bite anything. It did not originally live in Alola but was imported from another region.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/734.png
735	Gumshoos	2' 04"	31.3	When it finds a trace of its prey, it patiently stakes out the location...but it's always snoozing by nightfall.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/735.png
